SiteCode,sdatetime,sdate,Year,Month,DOY,Sample_ID,Sample_Qualifier,Enterococci,Reporting_Limit,Lab_Qualifier,Bacteria,Bacteria_Flag,Rain24,Rain48,Salinity,Air_Temp,Water_Temp,Weather,Past24HR_Weather,Past48HR_Weather,Tide_Stage,Water_Surface,Current
WP-1,2013-07-08T09:30:00Z,2013-07-08,2013,7,189,WP-1 7/08/2013,NA,63,NA,NA,63,NA,NA,0.75,28,24,20.7,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
WP-1,2013-07-22T09:40:00Z,2013-07-22,2013,7,203,WP-1 7/22/2013,NA,NA,10,U,10,TRUE,NA,0,32,21.8,20.2,OVERCAST,NA,NO RAIN,NA,CALM,NA
WP-1,2013-08-05T09:45:00Z,2013-08-05,2013,8,217,WP-1 8/05/2013,NA,10,NA,NA,10,NA,NA,0.25,32,19.9,18.6,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WP-1,2013-08-19T09:30:00Z,2013-08-19,2013,8,231,WP-1 8/19/2013,NA,NA,10,U,10,TRUE,NA,0,31,18.4,17.5,CLEAR,NA,NO RAIN,NA,NA,NA
WP-1,2014-06-23T09:45:00Z,2014-06-23,2014,6,174,WP-1 6/23/2014,NA,NA,10,U,10,TRUE,NA,0,32,19.6,15.6,CLEAR,NA,NO RAIN,NA,CALM,NA
WP-1,2014-06-09T09:30:00Z,2014-06-09,2014,6,160,WP-1 6/9/2014,NA,20,NA,NA,20,NA,NA,0,26,22.6,16.4,CLEAR,NA,NO RAIN,NA,CALM,NA
WP-1,2014-07-21T09:45:00Z,2014-07-21,2014,7,202,WP-1 7/21/2014,NA,NA,10,U,10,TRUE,NA,0,30,26.1,17.6,CLEAR,NA,NO RAIN,NA,CALM,NA
WP-1,2014-07-07T09:40:00Z,2014-07-07,2014,7,188,WP-1 7/7/2014,NA,52,NA,NA,52,NA,NA,0,27,27.3,17.8,CLEAR,NA,NO RAIN,NA,ROUGH,NA
WP-1,2014-08-11T09:40:00Z,2014-08-11,2014,8,223,WP-1 8/11/2014,NA,10,NA,NA,10,NA,NA,0,33,20.8,18.5,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WP-1,2014-08-25T09:50:00Z,2014-08-25,2014,8,237,WP-1 8/25/2014,NA,NA,10,U,10,TRUE,NA,0,NA,29.4,19.1,CLEAR,NA,NO RAIN,NA,CALM,NA
WP-1,2015-06-01T10:35:00Z,2015-06-01,2015,6,152,WP-1 6/1/2015,NOT APPLICABLE,10,10,NA,10,NA,NA,0.75,35,9.5,12.8000001907349,RAIN,NA,MEDIUM RAIN,NA,CALM,NA
WP-1,2015-06-15T10:45:00Z,2015-06-15,2015,6,166,WP-1 6/15/2015,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.25,33,14.6000003814697,14.8000001907349,RAIN,NA,LIGHT RAIN,NA,CALM,NA
WP-1,2015-06-29T10:40:00Z,2015-06-29,2015,6,180,WP-1 6/29/2015,NOT APPLICABLE,NA,10,U,10,TRUE,NA,1.29999995231628,30,18.8999996185303,17.2999992370605,OVERCAST,NA,HEAVY RAIN,NA,CALM,NA
WP-1,2015-07-13T10:40:00Z,2015-07-13,2015,7,194,WP-1 7/13/2015,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,32,25.7999992370605,19.3999996185303,CLEAR,NA,NO RAIN,NA,NA,NA
WP-1,2015-07-27T10:45:00Z,2015-07-27,2015,7,208,WP-1 7/27/2015,NOT APPLICABLE,10,10,NA,10,NA,NA,0.200000002980232,32,21.6000003814697,18.3999996185303,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WP-1,2015-08-24T10:30:00Z,2015-08-24,2015,8,236,WP-1 8/24/2015,NOT APPLICABLE,10,10,NA,10,NA,NA,0.98,26,21.6000003814697,21.7000007629395,OVERCAST,NA,MEDIUM RAIN,NA,NA,NA
EEB-01,2002-05-27T07:00:00Z,2002-05-27,2002,5,147,EEB-01 5/27/2002,NA,NA,1,U,1,TRUE,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
EEB-01,2004-05-27T10:40:00Z,2004-05-27,2004,5,148,EEB-01 5/27/2004,NA,NA,1,U,1,TRUE,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
EEB-01,2002-05-29T10:40:00Z,2002-05-29,2002,5,149,EEB-01 5/29/2002,NA,6,1,NA,6,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
EEB-01,2000-05-31T07:45:00Z,2000-05-31,2000,5,152,EEB-01 5/31/2000,NA,160,1,NA,160,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
EEB-01,2002-05-31T07:20:00Z,2002-05-31,2002,5,151,EEB-01 5/31/2002,NA,4,1,NA,4,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
EEB-01,2009-06-01T07:25:00Z,2009-06-01,2009,6,152,EEB-01 6/1/2009,NA,NA,10,U,10,TRUE,NA,0.5,35,9.4,10.4,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2002-06-10T07:30:00Z,2002-06-10,2002,6,161,EEB-01 6/10/2002,NA,NA,1,U,1,TRUE,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
EEB-01,2005-06-10T07:15:00Z,2005-06-10,2005,6,161,EEB-01 6/10/2005,NA,NA,1,U,1,TRUE,0,NA,18,17.2,14,PARTLY CLOUDY,NA,NA,NA,CALM,NA
EEB-01,2006-06-10T10:10:00Z,2006-06-10,2006,6,161,EEB-01 6/10/2006,NA,181,10,NA,181,NA,0.19,NA,13.6,13.9,14,RAIN,MEDIUM RAIN,NA,NA,CALM,NA
EEB-01,2009-06-10T09:45:00Z,2009-06-10,2009,6,161,EEB-01 6/10/2009,NA,30,10,NA,30,NA,NA,2,25,12,12.8,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2001-06-11T13:00:00Z,2001-06-11,2001,6,162,EEB-01 6/11/2001,NA,2,1,NA,2,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-11T07:35:00Z,2003-06-11,2003,6,162,EEB-01 6/11/2003,NA,NA,1,U,1,TRUE,0,NA,NA,16,12,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2004-06-11T07:35:00Z,2004-06-11,2004,6,163,EEB-01 6/11/2004,NA,4,1,NA,4,NA,0,NA,29.1,12.2,10,CLEAR,NA,NA,NA,NA,NA
EEB-01,2006-06-11T09:30:00Z,2006-06-11,2006,6,162,EEB-01 6/11/2006,NA,30,10,NA,30,NA,1.14,NA,28,15,14,OVERCAST,HEAVY RAIN,NA,NA,CALM,NA
EEB-01,2007-06-11T07:45:00Z,2007-06-11,2007,6,162,EEB-01 6/11/2007,NA,NA,10,U,10,TRUE,0,NA,28.7,19.7,12,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2008-06-11T08:05:00Z,2008-06-11,2008,6,163,EEB-01 6/11/2008,NA,20,10,NA,20,NA,NA,0,29.7,14.4,12.7,OVERCAST,NA,NA,NA,CALM,NA
EEB-01,2000-06-12T08:55:00Z,2000-06-12,2000,6,164,EEB-01 6/12/2000,NA,28,1,NA,28,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
EEB-01,2002-06-12T11:00:00Z,2002-06-12,2002,6,163,EEB-01 6/12/2002,NA,20,1,NA,20,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
EEB-01,2006-06-12T09:20:00Z,2006-06-12,2006,6,163,EEB-01 6/12/2006,NA,20,10,NA,20,NA,NA,NA,16.3,20.6,15,PARTLY CLOUDY,NA,NA,NA,CALM,NA
EEB-01,2009-06-12T09:45:00Z,2009-06-12,2009,6,163,EEB-01 6/12/2009,NA,50,10,NA,50,NA,NA,1,25,12,12.8,OVERCAST,NA,HEAVY RAIN,NA,CALM,NA
EEB-01,2001-06-13T07:50:00Z,2001-06-13,2001,6,164,EEB-01 6/13/2001,NA,40,1,NA,40,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-13T07:35:00Z,2003-06-13,2003,6,164,EEB-01 6/13/2003,NA,NA,1,U,1,TRUE,0,NA,NA,14,14,OVERCAST,NA,NA,NA,CALM,NA
EEB-01,2005-06-13T07:15:00Z,2005-06-13,2005,6,164,EEB-01 6/13/2005,NA,20,1,NA,20,NA,NA,NA,21.8,25,14,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2007-06-13T08:30:00Z,2007-06-13,2007,6,164,EEB-01 6/13/2007,NA,NA,10,U,10,TRUE,0,NA,27.5,12.2,13.3,RAIN,NA,NA,NA,CALM,NA
EEB-01,2008-06-13T08:00:00Z,2008-06-13,2008,6,165,EEB-01 6/13/2008,NA,NA,10,U,10,TRUE,NA,0.16,29.6,19.6,13,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2000-06-14T07:50:00Z,2000-06-14,2000,6,166,EEB-01 6/14/2000,NA,2,1,NA,2,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
EEB-01,2002-06-14T07:30:00Z,2002-06-14,2002,6,165,EEB-01 6/14/2002,NA,32,1,NA,32,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
EEB-01,2004-06-14T07:30:00Z,2004-06-14,2004,6,166,EEB-01 6/14/2004,NA,NA,1,U,1,TRUE,0,NA,31,13.3,10,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2006-06-14T10:20:00Z,2006-06-14,2006,6,165,EEB-01 6/14/2006,NA,10,10,NA,10,NA,0.1,NA,12.2,16,16,CLEAR,LIGHT RAIN,NA,NA,CALM,NA
EEB-01,2001-06-15T07:45:00Z,2001-06-15,2001,6,166,EEB-01 6/15/2001,NA,NA,1,U,1,TRUE,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
EEB-01,2005-06-15T07:20:00Z,2005-06-15,2005,6,166,EEB-01 6/15/2005,NA,63,1,NA,63,NA,NA,NA,22.3,9.4,14,OVERCAST,MEDIUM RAIN,NA,NA,NA,NA
EEB-01,2007-06-15T07:40:00Z,2007-06-15,2007,6,166,EEB-01 6/15/2007,NA,30,10,NA,30,NA,NA,NA,20.4,11.7,14.1,PARTLY CLOUDY,NA,NA,NA,NA,NA
EEB-01,2009-06-15T14:21:00Z,2009-06-15,2009,6,166,EEB-01 6/15/2009,NA,85,10,NA,85,NA,NA,0.58,28,NA,NA,OVERCAST,NA,MEDIUM RAIN,NA,ROUGH,NA
EEB-01,2000-06-16T07:50:00Z,2000-06-16,2000,6,168,EEB-01 6/16/2000,NA,4,1,NA,4,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-16T07:35:00Z,2003-06-16,2003,6,167,EEB-01 6/16/2003,NA,2,1,NA,2,NA,0,NA,NA,12.8,13,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2004-06-16T07:30:00Z,2004-06-16,2004,6,168,EEB-01 6/16/2004,NA,4,1,NA,4,NA,NA,NA,21.8,15.6,12,NA,NA,NA,NA,NA,NA
EEB-01,2006-06-16T07:40:00Z,2006-06-16,2006,6,167,EEB-01 6/16/2006,NA,NA,10,U,10,TRUE,0,NA,23.1,19.4,15,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2008-06-16T07:50:00Z,2008-06-16,2008,6,168,EEB-01 6/16/2008,NA,NA,10,U,10,TRUE,NA,0.36,29.1,15.3,12.7,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2002-06-17T07:30:00Z,2002-06-17,2002,6,168,EEB-01 6/17/2002,NA,420,1,NA,420,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
EEB-01,2005-06-17T07:20:00Z,2005-06-17,2005,6,168,EEB-01 6/17/2005,NA,86,1,NA,86,NA,NA,NA,18,10,13,RAIN,MEDIUM RAIN,NA,NA,CALM,NA
EEB-01,2009-06-17T07:00:00Z,2009-06-17,2009,6,168,EEB-01 6/17/2009,NA,10,10,NA,10,NA,NA,0.01,27,NA,NA,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2001-06-18T08:00:00Z,2001-06-18,2001,6,169,EEB-01 6/18/2001,NA,22,1,NA,22,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-18T07:30:00Z,2003-06-18,2003,6,169,EEB-01 6/18/2003,NA,12,1,NA,12,NA,0,NA,NA,15.6,14,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2004-06-18T08:30:00Z,2004-06-18,2004,6,170,EEB-01 6/18/2004,NA,2,1,NA,2,NA,0,NA,24,20.6,14,CLEAR,NA,NA,NA,NA,NA
EEB-01,2008-06-18T08:30:00Z,2008-06-18,2008,6,170,EEB-01 6/18/2008,NA,10,10,NA,10,NA,NA,0.34,27.6,16.3,13.5,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2000-06-19T12:08:00Z,2000-06-19,2000,6,171,EEB-01 6/19/2000,NA,16,1,NA,16,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
EEB-01,2002-06-19T07:30:00Z,2002-06-19,2002,6,170,EEB-01 6/19/2002,NA,6,1,NA,6,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
EEB-01,2006-06-19T07:45:00Z,2006-06-19,2006,6,170,EEB-01 6/19/2006,NA,20,10,NA,20,NA,0,NA,10.6,18.9,16,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2007-06-19T07:15:00Z,2007-06-19,2007,6,170,EEB-01 6/19/2007,NA,NA,10,U,10,TRUE,0,NA,29.4,18.9,13.4,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2009-06-19T08:45:00Z,2009-06-19,2009,6,170,EEB-01 6/19/2009,NA,260,10,NA,260,NA,NA,2,28,14.1,12.4,RAIN,NA,HEAVY RAIN,NA,ROUGH,NA
EEB-01,2000-06-02T07:50:00Z,2000-06-02,2000,6,154,EEB-01 6/2/2000,NA,10,1,NA,10,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-02T07:35:00Z,2003-06-02,2003,6,153,EEB-01 6/2/2003,NA,2,1,NA,2,NA,0.5,NA,NA,12,11,CLEAR,NA,NA,NA,NA,NA
EEB-01,2008-06-02T08:20:00Z,2008-06-02,2008,6,154,EEB-01 6/2/2008,NA,NA,10,U,10,TRUE,NA,0.25,30.3,17,10.5,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2001-06-20T09:30:00Z,2001-06-20,2001,6,171,EEB-01 6/20/2001,NA,2,1,NA,2,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-20T07:30:00Z,2003-06-20,2003,6,171,EEB-01 6/20/2003,NA,6,1,NA,6,NA,0,NA,NA,15.6,14,CLEAR,NA,NA,NA,NA,NA
EEB-01,2005-06-20T07:20:00Z,2005-06-20,2005,6,171,EEB-01 6/20/2005,NA,10,1,NA,10,NA,NA,NA,24.4,13.9,14,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2007-06-20T08:00:00Z,2007-06-20,2007,6,171,EEB-01 6/20/2007,NA,NA,10,U,10,TRUE,0,NA,26.6,18.3,14.7,OVERCAST,NA,NA,NA,CALM,NA
EEB-01,2008-06-20T09:10:00Z,2008-06-20,2008,6,172,EEB-01 6/20/2008,NA,NA,10,U,10,TRUE,NA,0.05,24,16,14,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2000-06-21T13:00:00Z,2000-06-21,2000,6,173,EEB-01 6/21/2000,NA,NA,1,U,1,TRUE,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
EEB-01,2002-06-21T07:30:00Z,2002-06-21,2002,6,172,EEB-01 6/21/2002,NA,NA,1,U,1,TRUE,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
EEB-01,2004-06-21T07:25:00Z,2004-06-21,2004,6,173,EEB-01 6/21/2004,NA,NA,1,U,1,TRUE,0,NA,31.2,14.4,12,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2006-06-21T08:15:00Z,2006-06-21,2006,6,172,EEB-01 6/21/2006,NA,135,10,NA,135,NA,0.13,NA,28,17.8,15,CLEAR,MEDIUM RAIN,NA,NA,CALM,NA
EEB-01,2001-06-22T09:45:00Z,2001-06-22,2001,6,173,EEB-01 6/22/2001,NA,22,1,NA,22,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
EEB-01,2005-06-22T07:20:00Z,2005-06-22,2005,6,173,EEB-01 6/22/2005,NA,10,1,NA,10,NA,NA,NA,15.2,16.7,15,RAIN,NA,NA,NA,NA,NA
EEB-01,2006-06-22T08:05:00Z,2006-06-22,2006,6,173,EEB-01 6/22/2006,NA,10,10,NA,10,NA,0.34,NA,27.9,18.9,15,CLEAR,MEDIUM RAIN,NA,NA,CALM,NA
EEB-01,2007-06-22T08:55:00Z,2007-06-22,2007,6,173,EEB-01 6/22/2007,NA,NA,10,U,10,TRUE,0,NA,29.3,21.2,13.7,PARTLY CLOUDY,NA,NA,NA,CALM,NA
EEB-01,2009-06-22T08:05:00Z,2009-06-22,2009,6,173,EEB-01 6/22/2009,NA,73,10,NA,73,NA,NA,0.09,15,16,15.5,RAIN,NA,MEDIUM RAIN,NA,ROUGH,NA
EEB-01,2000-06-23T07:40:00Z,2000-06-23,2000,6,175,EEB-01 6/23/2000,NA,2,1,NA,2,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-23T07:35:00Z,2003-06-23,2003,6,174,EEB-01 6/23/2003,NA,2,1,NA,2,NA,0.5,NA,NA,14,14,RAIN,MEDIUM RAIN,NA,NA,CALM,NA
EEB-01,2004-06-23T07:30:00Z,2004-06-23,2004,6,175,EEB-01 6/23/2004,NA,NA,1,U,1,TRUE,0,NA,30.8,17.8,11,CLEAR,LIGHT RAIN,NA,NA,CALM,NA
EEB-01,2006-06-23T08:15:00Z,2006-06-23,2006,6,174,EEB-01 6/23/2006,NA,NA,10,U,10,TRUE,NA,NA,28.6,20,15,OVERCAST,LIGHT RAIN,NA,NA,CALM,NA
EEB-01,2008-06-23T07:55:00Z,2008-06-23,2008,6,175,EEB-01 6/23/2008,NA,10,10,NA,10,NA,NA,0.38,28.5,19.3,15,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2002-06-24T07:35:00Z,2002-06-24,2002,6,175,EEB-01 6/24/2002,NA,NA,1,U,1,TRUE,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
EEB-01,2005-06-24T11:40:00Z,2005-06-24,2005,6,175,EEB-01 6/24/2005,NA,20,1,NA,20,NA,NA,NA,27.2,24.2,15,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2009-06-24T11:00:00Z,2009-06-24,2009,6,175,EEB-01 6/24/2009,NA,10,10,NA,10,NA,NA,0.34,28,15.5,13.6,RAIN,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2001-06-25T13:00:00Z,2001-06-25,2001,6,176,EEB-01 6/25/2001,NA,NA,1,U,1,TRUE,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-25T07:35:00Z,2003-06-25,2003,6,176,EEB-01 6/25/2003,NA,NA,1,U,1,TRUE,0,NA,NA,20,15,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2004-06-25T07:35:00Z,2004-06-25,2004,6,177,EEB-01 6/25/2004,NA,NA,1,U,1,TRUE,0,NA,31.3,15,12,PARTLY CLOUDY,NA,NA,NA,NA,NA
EEB-01,2007-06-25T07:40:00Z,2007-06-25,2007,6,176,EEB-01 6/25/2007,NA,NA,10,U,10,TRUE,0,NA,30,16.1,13.5,RAIN,NA,NA,NA,CALM,NA
EEB-01,2008-06-25T07:50:00Z,2008-06-25,2008,6,177,EEB-01 6/25/2008,NA,NA,10,U,10,TRUE,NA,0.9,29.2,20.3,13.2,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2000-06-26T07:35:00Z,2000-06-26,2000,6,178,EEB-01 6/26/2000,NA,8,1,NA,8,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
EEB-01,2002-06-26T09:45:00Z,2002-06-26,2002,6,177,EEB-01 6/26/2002,NA,NA,1,U,1,TRUE,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
EEB-01,2006-06-26T09:45:00Z,2006-06-26,2006,6,177,EEB-01 6/26/2006,NA,73,10,NA,73,NA,0.25,NA,14.3,20,16,OVERCAST,MEDIUM RAIN,NA,NA,CALM,NA
EEB-01,2009-06-26T07:00:00Z,2009-06-26,2009,6,177,EEB-01 6/26/2009,NA,20,10,NA,20,NA,NA,0.2,20,16,14.3,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2001-06-27T08:00:00Z,2001-06-27,2001,6,178,EEB-01 6/27/2001,NA,16,1,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-27T07:35:00Z,2003-06-27,2003,6,178,EEB-01 6/27/2003,NA,NA,1,U,1,TRUE,0,NA,NA,23,17,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2005-06-27T07:25:00Z,2005-06-27,2005,6,178,EEB-01 6/27/2005,NA,292,1,NA,292,NA,NA,NA,23,17.8,15,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2007-06-27T07:45:00Z,2007-06-27,2007,6,178,EEB-01 6/27/2007,NA,NA,10,U,10,TRUE,0,NA,29.9,25.6,13.7,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2008-06-27T08:00:00Z,2008-06-27,2008,6,179,EEB-01 6/27/2008,NA,NA,10,U,10,TRUE,NA,0.17,29,17.8,13.2,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2000-06-28T07:40:00Z,2000-06-28,2000,6,180,EEB-01 6/28/2000,NA,26,1,NA,26,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
EEB-01,2002-06-28T11:00:00Z,2002-06-28,2002,6,179,EEB-01 6/28/2002,NA,16,1,NA,16,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
EEB-01,2004-06-28T07:30:00Z,2004-06-28,2004,6,180,EEB-01 6/28/2004,NA,NA,1,U,1,TRUE,0,NA,31.2,15.6,12,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2005-06-28T08:15:00Z,2005-06-28,2005,6,179,EEB-01 6/28/2005,NA,10,1,NA,10,NA,NA,NA,22,18.9,15,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2006-06-28T10:40:00Z,2006-06-28,2006,6,179,EEB-01 6/28/2006,NA,31,10,NA,31,NA,0.42,NA,21.2,20,17,OVERCAST,MEDIUM RAIN,NA,NA,CALM,NA
EEB-01,2001-06-29T07:45:00Z,2001-06-29,2001,6,180,EEB-01 6/29/2001,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEB-01,2005-06-29T07:25:00Z,2005-06-29,2005,6,180,EEB-01 6/29/2005,NA,30,1,NA,30,NA,NA,NA,28,21.1,14,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2007-06-29T08:00:00Z,2007-06-29,2007,6,180,EEB-01 6/29/2007,NA,NA,10,U,10,TRUE,0,NA,27,15,15.4,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2009-06-29T09:30:00Z,2009-06-29,2009,6,180,EEB-01 6/29/2009,NA,144,10,NA,144,NA,NA,1.01,21,13,15.2,RAIN,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2002-06-03T07:30:00Z,2002-06-03,2002,6,154,EEB-01 6/3/2002,NA,32,1,NA,32,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
EEB-01,2009-06-03T07:00:00Z,2009-06-03,2009,6,154,EEB-01 6/3/2009,NA,20,10,NA,20,NA,NA,0,33,14.2,10.1,PARTLY CLOUDY,NA,NA,NA,CALM,NA
EEB-01,2000-06-30T07:45:00Z,2000-06-30,2000,6,182,EEB-01 6/30/2000,NA,18,1,NA,18,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-30T07:30:00Z,2003-06-30,2003,6,181,EEB-01 6/30/2003,NA,NA,1,U,1,TRUE,0,NA,NA,19.4,19,OVERCAST,NA,NA,NA,CALM,NA
EEB-01,2004-06-30T07:30:00Z,2004-06-30,2004,6,182,EEB-01 6/30/2004,NA,NA,1,U,1,TRUE,NA,NA,31.5,17.8,12,CLEAR,LIGHT RAIN,NA,NA,CALM,NA
EEB-01,2006-06-30T07:40:00Z,2006-06-30,2006,6,181,EEB-01 6/30/2006,NA,63,10,NA,63,NA,0,NA,18,17.2,17,OVERCAST,NA,NA,NA,CALM,NA
EEB-01,2008-06-30T07:45:00Z,2008-06-30,2008,6,182,EEB-01 6/30/2008,NA,20,10,NA,20,NA,NA,0.54,28.6,17.8,15.1,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2001-06-04T09:50:00Z,2001-06-04,2001,6,155,EEB-01 6/4/2001,NA,68,1,NA,68,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-04T07:30:00Z,2003-06-04,2003,6,155,EEB-01 6/4/2003,NA,NA,1,U,1,TRUE,0,NA,NA,14,NA,CLEAR,NA,NA,NA,CALM,NA
EEB-01,2004-06-04T10:30:00Z,2004-06-04,2004,6,156,EEB-01 6/4/2004,NA,12,1,NA,12,NA,0.25,NA,29.3,15,9,CLEAR,LIGHT RAIN,NA,NA,CALM,NA
EEB-01,2007-06-04T10:45:00Z,2007-06-04,2007,6,155,EEB-01 6/4/2007,NA,30,10,NA,30,NA,0.32,NA,23.3,10.6,12.6,RAIN,MEDIUM RAIN,NA,NA,ROUGH,NA
EEB-01,2008-06-04T08:00:00Z,2008-06-04,2008,6,156,EEB-01 6/4/2008,NA,60,10,NA,60,NA,NA,0.2,26.5,15.3,11.6,RAIN,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2000-06-05T10:45:00Z,2000-06-05,2000,6,157,EEB-01 6/5/2000,NA,460,1,NA,460,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
EEB-01,2002-06-05T07:30:00Z,2002-06-05,2002,6,156,EEB-01 6/5/2002,NA,NA,1,U,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEB-01,2006-06-05T07:35:00Z,2006-06-05,2006,6,156,EEB-01 6/5/2006,NA,305,10,NA,305,NA,1.23,NA,NA,13.3,15,OVERCAST,HEAVY RAIN,NA,NA,CALM,NA
EEB-01,2009-06-05T08:18:00Z,2009-06-05,2009,6,156,EEB-01 6/5/2009,NA,NA,10,U,10,TRUE,NA,0,35,14.3,11.6,OVERCAST,NA,NA,NA,CALM,NA
EEB-01,2001-06-06T10:00:00Z,2001-06-06,2001,6,157,EEB-01 6/6/2001,NA,6,1,NA,6,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
EEB-01,2003-06-06T07:40:00Z,2003-06-06,2003,6,157,EEB-01 6/6/2003,NA,22,1,NA,22,NA,0.82,NA,NA,15,12,CLEAR,MEDIUM RAIN,NA,NA,CALM,NA
EEB-01,2005-06-06T07:20:00Z,2005-06-06,2005,6,157,EEB-01 6/6/2005,NA,1,1,NA,1,NA,NA,NA,17.3,10.6,11,RAIN,LIGHT RAIN,NA,NA,NA,NA
EEB-01,2006-06-06T08:00:00Z,2006-06-06,2006,6,157,EEB-01 6/6/2006,NA,95,10,NA,95,NA,0.04,NA,13,14.4,14,OVERCAST,LIGHT RAIN,NA,NA,CALM,NA
